0.1 0.00959185
0.105 0.00981954
0.11 0.0116168
0.115 0.0110784
0.12 0.0120351
0.125 0.012362
0.13 0.0154537
0.135 0.01276
0.14 0.0144199
0.145 0.0169057
0.15 0.0176211
0.155 0.0232412
0.16 0.0215253
0.165 0.0226023
0.17 0.025092
0.175 0.0362635
0.18 0.0384132
0.185 0.0619546
0.19 0.403748
0.195 0.53886
0.2 0.610485
0.205 0.667245
0.21 0.710551
0.215 0.746706
0.22 0.78003
0.225 0.80617
0.23 0.831852
0.235 0.854285
0.24 0.874495
0.245 0.892401
0.25 0.911181
0.255 0.927166
0.26 0.942764
0.265 0.356396
0.27 0.968631
0.275 0.98208
0.28 0.993934
0.285 1.00458
0.29 1.01593
0.295 1.027
